,video_id,title,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment,likes,dislikes,comments
155,d4TPTfrmiW0,HOW HARD IS TO BE A DAD 🤷‍♀️ 21 PARENTING HACKS From a Crafty Family,90,640,559765,68,15,0,9,1,7,4.533333333333333,1,0,0.0541666666666666,4547,635,0
156,Ki8ND4831AQ,CHOCOLATE HACKS & YUMMY RECIPES || EASY SNACKS FOR KIDS,90,677,1231794,55,10,3,8,0,1,5.5,0,0,0.4333333333333333,12488,1159,616
157,u0PQ6Y6MuHg,100+ HACKS TO MAKE PARENTING FUN & EASY,90,3720,11154638,39,8,2,6,0,1,4.875,1,1,0.3666666666666667,43157,6149,1274
158,SgU22ZMDey4,"HOT! 🔥 MOBILE PHOTOGRAPHY IDEAS || Make your photos and videos go viral in Instagram, TikTok",90,588,709532,92,16,4,4,7,3,5.75,0,0,0.3125,8426,658,262
159,SiD7HS7j9hk,WOW! 🤯 FANTASTIC EXPERIMENTS THAT WILL BLOW YOUR MIND,90,894,1145903,53,9,1,8,0,3,5.888888888888889,0,0,0.2625,9717,993,477
160,AakARCMfu00,SHOCKING COMMERCIAL TRICKS WITH FOOD || Amazing Cooking Hacks,90,763,1244306,61,9,2,5,0,1,6.777777777777778,0,0,-0.1333333333333333,15135,1253,492
161,AsuokqGmMz4,🏖 PATIO DESIGN IDEAS FOR SUMMER || Home Decorating Tips,90,881,1888732,55,10,2,5,0,1,5.5,0,0,0.0,22175,1656,634
162,ExL8HG2PuQI,RICH Student vs BROKE Student || Rich Girl VS Poor Girl Funny Moments and Cool Hacks,90,616,892492,84,16,2,3,2,1,5.25,0,0,0.19,8766,1386,449
163,ULo4wE1UdzU,MEGA COMPILATION || SMART PARENTING LIFE HACKS,90,3660,1519188,46,7,2,6,0,0,6.571428571428571,0,0,0.2142857142857142,6296,1134,0
164,EB6X0_OrxZU,FAKE PIERCINGS & TATTOOS THAT LOOK REAL! EFFECTIVE BEAUTY HACKS,90,768,500190,63,10,2,9,0,1,6.3,0,0,0.1999999999999999,6259,822,368
165,0XJ-MPBlZN8,Incredible life hacks for parents || How To Make Kids Happier,90,619,1125339,61,11,2,0,4,3,5.545454545454546,0,0,0.9,8888,953,409
166,RDWSz-h84PA,IF OBJECTS WERE PEOPLE || Relatable Situations & Fun Life Hacks,120,740,3614810,63,11,3,4,0,2,5.727272727272728,0,0,0.3,27698,5974,592
167,bs3xjOhEowo,Important FIRST AID HACKS for EMERGENCIES That You Need to Know,120,692,436348,63,11,0,4,2,4,5.727272727272728,0,0,0.325,4956,637,331
168,WD-f0w0pToc,WATERMELON PARTY HACKS 🍉 Amazing Party Tricks For Friends and Family,120,1020,766494,68,11,0,3,1,2,6.181818181818182,0,0,0.6000000000000001,6463,752,354
169,8ByR8LUR-7s,Smart Gadgets For All Occasions || 26 amazing gadgets to make parenting easier,120,669,1952462,78,13,2,0,6,3,6.0,1,0,0.4071428571428572,13904,1749,661
170,bNqIyuni1ZY,BEST PARENTING LIFE HACKS || Smart Tips for Parents,120,3600,16531172,51,9,2,4,1,1,5.666666666666667,0,0,0.6071428571428571,69612,11834,0
171,oZUtvBke7eA,HOW TO ESCAPE AWKWARD SITUATIONS | If food were people,120,678,637458,54,10,1,5,3,4,5.4,0,0,-0.6,7127,1057,359
172,QSH_HxOiNs8,Tik Tok POP IT FIDGET GAME! 😎 #SHORTS,120,35,5653299,37,8,2,5,0,1,4.625,0,0,-0.5,193993,16063,400
173,SkhUSbr6RkU,PARENTING LIFE AND HACKS || Awesome TIPS from moms and grandmas,120,1020,371416,63,11,2,5,4,3,5.727272727272728,0,0,1.0,3795,412,250
174,N6AoczKS560,FANTASTIC HOME DECOR IDEAS TO MAKE YOUR PLACE COZIER,120,655,556151,52,9,0,9,0,2,5.777777777777778,0,0,0.4,5843,664,278
175,OQuDzNdD6zk,Is It Hard To Be a MOM? SMART LIFE HACKS FROM CRAFTY PARENTS,120,706,4020306,60,13,1,7,1,6,4.615384615384615,0,0,0.1075396825396825,26444,4372,0
176,9I_OmoMn6q4,Crazy toothpaste hair DYE! Will it work? || Two Girls Cut Their Clothes In Public,120,1320,540746,81,15,4,1,4,4,5.4,0,0,-0.375,5099,1259,372
177,8axruaRCt4Q,GREAT TIPS TO AVOID AWKWARD SITUATIONS,120,632,302901,38,6,0,6,0,1,6.333333333333333,0,0,0.1,4689,604,338
178,2L8QXYO0Dik,100+ PARENTING HACKS || HOW HARD IS TO BE A MOM,120,3600,8142295,47,11,3,9,0,5,4.2727272727272725,1,1,-0.2916666666666667,37065,6929,0
179,FWyBazm2hWI,IF MAKEUP WERE PEOPLE! If Food Were People!,120,705,1560209,43,8,2,4,0,4,5.375,0,0,0.0,13013,1923,530
180,6Po-4_ieij4,POP IT! SATISFYING SOAP DIY IDEAS || How to Make Soap at Home,120,712,416795,61,13,3,6,2,3,4.6923076923076925,0,0,0.5,5249,427,339
181,H8Uh--SNG48,More ways to use POP IT FIDGET #SHORTS,120,55,4268741,38,8,1,4,3,3,4.75,0,0,0.5,146505,12110,474
182,cW0Gf1s_Y9A,POP IT! COLORFUL DIYs and COOL HACKS FOR EVERYONE,120,635,1272963,49,9,1,7,1,2,5.444444444444445,0,0,0.3249999999999999,12858,1444,768
183,zhGIXD-HffI,"Creative DIYs and Crafts To Try! || Glue gun, 3D pen, Soap and Epoxy Resin Ideas You Will Adore.",120,667,563922,96,19,6,1,4,5,5.052631578947368,1,0,0.625,5735,633,303
184,L5ucjDC3zEo,AWESOME RECYCLING IDEAS FOR YOUR HOME DECOR,120,662,394669,43,7,0,7,0,2,6.142857142857143,0,0,1.0,4892,546,352
185,jbZLyqTywzI,13 Clever Ways to Keep Your Child Happy! Studying has never been so fun!,120,512,143593,72,14,2,0,6,5,5.142857142857143,1,1,0.513888888888889,2156,306,0
186,Q7oqbR0cr5g,POP IT! CAMPING HACKS & SURVIVAL TIPS YOU NEED TO KNOW,120,693,1306271,54,11,2,10,0,2,4.909090909090909,0,0,0.0,13480,1756,818
187,zgHmDg-IwUs,MEGA GLUE GUN COMPILATION FOR CRAFTY PEOPLE BY 5-MINUTE CRAFTS,120,3600,747566,62,10,1,10,0,2,6.2,1,0,0.4,5599,599,343
188,v02MWcwh0iU,AWESOME EVERYDAY HACKS EVERY PARENT SHOULD TRY,120,960,1987827,46,7,0,7,0,1,6.571428571428571,0,0,0.4,8237,1303,517
189,iMtTf-d4d4E,GIRLS and BOYS DO IT all the time || Cool Life Hacks and Pranks to Try with Friends,120,714,356680,83,18,2,4,7,8,4.611111111111111,0,0,0.35,4901,702,346
190,DpXBl9CRFU4,POP IT! 23 Cool Parenting Life Hacks For New Moms And Dads,120,640,15945784,58,12,1,2,0,2,4.833333333333333,1,0,0.2431818181818181,103310,14353,3280
191,P1GT2N1OZnI,Smart Hacks To Make Parenting Ten Times Easier,120,690,6674922,46,8,0,0,0,1,5.75,0,0,0.1071428571428571,23823,3779,0
192,bIGWEcvbGpk,HOT GLUE GUN and 3D PEN HACKS | 29 Cool Hacks And Crafts For You,120,759,682569,64,15,1,6,1,4,4.266666666666667,1,0,0.3,7374,1013,593
193,mvcvZTmf-5o,Budget Bathroom Renovation Ideas || Renovate your home easily and cheaply,120,771,476024,73,11,2,0,5,2,6.636363636363637,0,0,0.4166666666666667,6158,496,344
194,jghHddgBx10,33 GARDENING HACKS || How To Grow Any Plants At Home,120,547,348665,52,11,2,2,0,4,4.727272727272728,1,1,0.0,5710,526,333
195,fejANz5J2Ic,WEDDING HACKS || Couple Transformation and DIY Jewelry for The Most Special Day of Your Life,120,645,1411508,92,16,2,3,3,6,5.75,0,0,0.4285714285714286,11813,1696,531
196,2jlORMmA1eY&t=400s,25 COOL LIFE HACKS FOR EVERY OCCASION,120,640,1707027,37,7,0,6,0,1,5.285714285714286,1,1,0.35,0,0,0
197,v2RSjkpMp0o,MEGA COMPILATION FOR SMART PARENTS BY 5-MINUTE CRAFTS,150,3720,21377363,53,8,1,8,0,2,6.625,1,0,0.2142857142857142,94986,17195,0
198,2lLSBgD1eBs,GLUE GUN VS 3D PEN! This is a new level of crafting,150,604,2969346,51,12,1,5,6,4,4.25,1,0,0.1363636363636363,22892,3487,1325
199,C9U419Htbmc,Don’t Throw Away Cardboard! Hamster Maze and Fantastic DIY Old Things Recycle Ideas,150,756,705345,83,13,1,1,1,1,6.384615384615385,0,0,0.25,8324,807,507
200,qc4MNzqFvLY,YUMMY FOOD IDEAS || 30 Simply Eggs Recipes That Will Melt In Your Mouth,150,663,633910,71,14,2,3,0,4,5.071428571428571,1,0,0.0,7591,798,410
201,F43zWsPdzfc,Girls Problems With Short VS Long Hair || LONG NAILS STRUGGLES,150,554,1513080,62,11,2,4,0,1,5.636363636363637,0,0,-0.0333333333333333,13471,2438,783
202,E8XqQERDmPo,"HOW TO HAVE FUN WITH FRIENDS || 21 Hacks to Get Snacks, Makeup and Pets into a Party",150,775,665999,84,18,3,6,4,8,4.666666666666667,1,0,0.3,5801,1288,597
203,-QTGRnFup6Y,"HOT GLUE GUN IDEAS || 20 Cool DIY Projects with 3D Pen, Epoxy Resin be 5-Minute Crafts",150,609,1854616,86,17,4,6,2,2,5.0588235294117645,1,0,0.3,20302,2722,952
204,CvANP3DOcBo,Last Minute Easter Decorating Ideas || Lovely Crafts To Keep Your Child Happy,150,466,409340,77,13,2,0,0,2,5.923076923076923,0,0,0.4333333333333333,4385,651,0
205,Kd3fBrj2cRA,REAL LIVE || Shooting Stunning Science Experiments,150,14880,424342,50,7,2,2,0,0,7.142857142857143,0,0,0.3522727272727273,19573,946,0
206,11cNVEBucA4,5 Miniature DIYs That Parents and Kids will Enjoy! Crafts for @Cave Club!,150,521,180579,73,13,3,0,3,4,5.615384615384615,1,1,0.625,5032,371,0
207,dAQYHhjS228,25 Viral TIK TOK Hacks || HOW TO SNEAK FRIENDS into the movies,150,689,720650,62,13,2,6,3,4,4.769230769230769,1,1,0.0,10123,1334,632
208,KZKlILI1RJg,SMART PARENTING LIFE AND HACKS || Clever Ideas And Funny Situations By 5-Minute Crafts,150,639,7511359,86,14,3,5,0,3,6.142857142857143,1,0,0.2103174603174603,54406,8972,1626
209,WGtGxPLDe2s,Help us bring the trophy home!,150,153,447814,30,6,1,0,5,1,5.0,0,0,0.0,5156,746,424
210,Ho1juKSmGQA,MYSTERY BOX CHALLENGE You Have To Try With Friends #shorts,150,55,9298082,58,10,1,3,1,4,5.8,0,0,0.0,356784,22509,434
211,DwlJl2ba3rs,29 SUMMER LIFE HACKS || TikTok Trends And Viral Hacks You Will Enjoy,150,616,1195444,68,13,2,3,0,3,5.230769230769231,1,1,0.4,16151,1977,828
212,mMWoAV5IS18,Tik Tok STUNNING photo ideas #shorts,150,55,28673222,36,6,1,1,3,0,6.0,0,0,0.5,1092458,47610,1203
213,iyZBlAWQ9nE,DIY Dolls House Miniature. Take a Photo in this Tiny Photo Studio!,150,554,282667,66,12,2,1,3,3,5.5,0,0,0.0,12171,442,0
214,0-JXqy2dO3Y,Top Funny Pet Hacks #shorts,150,56,6973099,27,5,1,0,1,0,5.4,0,0,0.375,234481,14239,743
215,UdED9vldYJw,FIRST AID HACKS || 23 Safety Tricks For Common Problems,150,603,2088949,55,10,2,3,0,1,5.5,1,0,-0.0249999999999999,43440,2787,1277
216,t1aDFj0X-Ek,Don’t Repeat Crazy Experiments at home #shorts,150,48,10348764,46,7,1,0,3,1,6.571428571428571,0,0,-0.6,372041,22040,958
217,7yF7RFNQcJo,SMART PARENTING LIFE AND HACKS || Clever Ideas And Funny Situations By 5-Minute Crafts,180,629,3019916,86,14,3,5,0,3,6.142857142857143,1,0,0.2103174603174603,42989,3277,1106
218,zaukXOmX6Yw,How to Stay Healthy #shorts,180,51,2281650,27,5,1,0,2,2,5.4,0,0,0.5,67314,5113,312
219,fraDOSCG6x4,WOW! Amazing 3D Printer #shorts,180,60,2461410,31,5,2,2,1,0,6.2,1,0,0.3625,77471,4391,438
220,BQyWK1bJG0g,Awesome Hacks with Balloons #shorts,180,56,17219265,35,5,1,0,2,1,7.0,0,0,1.0,455635,28543,979
221,o--S2j7i-JU,22 CLEVER CAMPING IDEAS For Your Next Trip!,180,585,1610886,43,8,1,3,0,2,5.375,1,1,0.0833333333333333,21975,2740,1199
222,XiJNRWpFmvw,22 CLEVER CAMPING IDEAS For Your Next Trip! (Trailer),180,61,280875,53,9,3,3,0,2,5.888888888888889,1,1,0.0833333333333333,17581,529,245
223,DpyVY7Nm9Zc,Creative Cake Decorating Ideas #shorts,180,51,5734143,38,5,1,0,1,0,7.6,0,0,0.5,165694,9583,497
224,q1JsZzPV5zw,HOT GLUE GUN HACKS || Best Glue Gun & 3D Pen Ideas,180,603,2613579,50,12,3,5,0,0,4.166666666666667,1,0,0.625,25674,3166,1320
225,lqhmqMrSt0Q,Primitive Bushcraft Shelter || Easy Crafts for Beginners #Shorts,180,60,24618027,64,9,3,0,1,1,7.111111111111111,0,0,0.4333333333333333,846125,70596,0
226,swD7peONcaE,AMAZING DIY IDEAS FROM EPOXY RESIN || 22 easy epoxy resin crafts and jewelry,180,611,2090669,76,14,2,6,6,2,5.428571428571429,1,0,0.5166666666666667,23776,2146,1261
227,7wkMI-xqay0,16 PARENTING HACKS YOU NEED TO KNOW|| Cool Ideas To Make Parenting Easier,180,497,1395360,73,13,2,6,0,3,5.615384615384615,1,1,0.35,13696,2615,0
228,BAT2hLp6muM,WINTER CAMPING IDEAS || 14 Life-Saving Camping Hacks You Will Definitely Like,180,491,1540587,77,12,3,3,0,2,6.416666666666667,1,0,0.0,17552,2446,1144
229,zhKPdPS48tY,ONE MINUTE DRAWING LESSON #shorts,180,48,18241697,33,5,1,4,1,0,6.6,0,0,0.0,827218,46612,1208
230,BzNqG0TBz1s,18 SMART LIFE HACKS FOR EVERY OCCASION || Creative 3D Pen Ideas,180,516,2529544,63,12,2,7,0,1,5.25,1,1,0.3571428571428571,21770,2995,1274
231,jMbovU8VTHM,WE TRIED crazy PHONE HACKS to see if they actually work,180,488,2526191,55,11,0,4,7,4,5.0,0,0,-0.3,25079,3176,1428
232,SBJTQn3Xu-A,BOYS vs GIRLS || Cool TikTok hacks #shorts,180,59,2451951,42,8,3,2,3,0,5.25,0,0,0.35,69916,7499,834
233,1kxb11UQ-OU,How To Hide Candy From a Child! 17 Brilliant Ways To SNEAK SNACKS & Food,180,530,1499415,72,15,2,2,1,5,4.8,1,0,0.9,14288,2492,1023
234,CjcVH96TnAs,Looks Awesome! Easy PHOTO HACKS Anyone Can Do #shorts,180,60,76836215,53,9,2,2,1,2,5.888888888888889,0,0,0.7166666666666667,3500862,146180,4291
235,aCtm60gOWMw,20 GENIUS ORGANIZING HACKS | Cool Ideas And DIY Crafts To Transform Your Home,180,499,4765896,77,14,1,4,0,3,5.5,1,1,0.35,44581,4237,1358
236,Zp-bTeKb7qg,3D PEN HACKS || Unbelievable things you can do with a 3D pen and hot glue,210,501,2676349,73,16,2,4,10,6,4.5625,1,1,0.0,25506,3041,1511
237,J2aR2ycNGyU,Ouch! First Aid Hacks for Emergencies #shorts,210,51,68219761,45,7,2,0,2,1,6.428571428571429,0,0,0.25,1302252,308382,2841
238,dSyzaiISa_c,21 AMAZING PLANTS IDEAS || DIY Gardening Tricks You Should Know,210,617,6691262,63,11,2,4,0,2,5.727272727272728,1,1,0.6000000000000001,58092,6597,1897
239,UHw65s5njBw,Painting Techniques for Beginners and PRO #shorts,210,60,13747532,49,7,1,1,3,2,7.0,0,0,0.0,148752,14303,719
240,U8dLGVC6laE,15 AWKWARD MOMENTS || BEAUTY AND MAKEUP HACKS FOR A GORGEOUS LOOK,210,510,2167116,65,12,2,10,0,3,5.416666666666667,1,1,0.0499999999999999,15269,2620,908
241,WjjCsvgODeg,LIFE HACKS FOR PARENTS || Travel and Camping Gadgets for Smart Moms and Dads #shorts,210,53,46415249,84,15,3,4,4,4,5.6,0,0,0.2142857142857142,1063700,100955,3009
242,ON3eF9gCDr8,"YUM! 22 EASY FAST FOOD HACKS || Cooking Ideas, Tricks To Avoid Fails In Kitchen",210,491,4736319,79,15,4,5,0,2,5.266666666666667,1,0,0.0444444444444444,60499,4650,1345
243,4sYcGLje8vA,How to cook EGGS like a chef #shorts,210,52,18118068,36,8,1,1,6,3,4.5,0,0,0.0,282989,22363,1293
244,Pyia51vIgL4,16 Cool Decor Ideas and DIY Furniture || GENIUS SOLUTIONS FOR YOUR HOME,210,491,1775052,71,13,2,6,1,3,5.461538461538462,1,1,0.35,19934,2174,1107
245,wQwue2MBe-Q,"SNEAK SNACKS Anywhere You Go! | Awesome Ways to SNEAK FOOD Into Hospital, School, Club",210,511,3525336,86,15,4,4,1,3,5.733333333333333,0,0,1.0,24993,4350,1157
246,xBEH0tSUMHA,15 DIY CARDBOARD CRAFTS || Easy Upgrade Hacks and Plastic Recycle Ideas,210,491,2446298,71,12,2,3,1,1,5.916666666666667,1,1,0.4333333333333333,25985,2732,1224
247,FwdmGwyvpRA,100+ SMART PARENTING HACKS AND CRAFTS || DIY Ideas And Easy Activities Every Mom and Dad Should Know,210,7080,2124054,100,18,3,6,1,4,5.555555555555555,1,1,0.3238095238095238,14724,2879,0
248,QyFmm0Uw0C4,CRAZY HOME DECOR IDEAS || Cheap DIY Furniture Hacks And Repair Tips #shorts,210,48,22900321,75,13,3,5,1,1,5.769230769230769,0,0,-0.0999999999999999,425704,31011,1797
249,IaU9gdUXqA0,GREAT IDEAS FOR YOUR KITCHEN || Unusual Food Hacks #shorts,210,57,25236685,58,10,3,5,1,2,5.8,0,0,0.5,320334,33379,1308
250,V2FKD3xYLUg,29 PARENTING HACKS AND GADGETS || Cool life hacks and funny ideas for parents,210,605,16465615,77,14,2,4,7,3,5.5,1,1,0.3,102776,15004,0
251,kNQxuMZrJh8,BOYS vs GIRLS || Epic Pranks For Friends #shorts,210,60,83554255,48,9,3,2,2,1,5.333333333333333,0,0,0.1,2139562,140172,2816
252,r3e2DhXOQT0,CLEVER CAMPING IDEAS For a Perfect Time Outdoors! #shorts,240,56,37060430,57,9,2,3,2,2,6.333333333333333,0,0,0.5833333333333334,658358,51003,2034
253,rPZScSxSK40,27 BEST TRICKS || Secrets Of Best Magic Tricks And Funny Hacks,240,599,2222749,62,12,2,2,0,2,5.166666666666667,1,1,0.6875,16581,2264,685
254,YONLAozLh0M,COOL PREGNANCY HACKS FOR MOMS #shorts,240,54,16480396,37,6,1,5,1,1,6.166666666666667,0,0,0.35,291488,32301,888
255,FADD5_nANBs,COUPLES PRANKS || 22 Funny Life Hacks and Gift Ideas,240,654,5059554,52,10,2,2,1,1,5.2,1,0,0.25,33297,5086,1075
256,NI0PngB4-XQ,3D PEN VS GLUE GUN! 17 Cool Hacks And Crafts For You,240,608,22878898,52,12,1,5,0,3,4.333333333333333,1,1,0.35,163411,22271,6545
257,vJRoXZVHOyQ,30 COOL HACKS AND CRAFTS To Make Your Life Easier,240,637,4479656,49,10,0,4,0,3,4.9,1,1,0.35,31875,5335,1684
258,2j69K3ozCjA,28 PARENTING HACKS From Crafty Moms And Dads || Tips for Being Friends with Your Child,240,637,34023529,86,16,2,2,2,6,5.375,1,1,0.4,205285,42672,0
259,_Vd1aWLZZ40,We tried building an igloo in the backyard and here's what happened,240,613,3669609,67,12,1,0,11,6,5.583333333333333,0,0,0.0,49425,3298,1735
260,9ZgVg4d2xLA,23 SMART LIFE HACKS FOR EVERY OCCASION,240,616,14251708,38,7,0,6,0,1,5.428571428571429,1,1,0.2142857142857142,108394,21897,5915
261,ASGRB47_pxo,COOL JEANS HACKS || Incredible Clothing Tricks You Must Know,240,715,4257211,60,10,2,3,0,1,6.0,0,0,0.625,40296,4632,1511
262,trRMuyCt9gg,26 BEST LIFE HACKS || Cool 3D Pen Crafts and Parenting Ideas Of All Time,240,685,7152809,72,15,2,4,1,3,4.8,1,1,0.675,45954,8365,2623
263,FcG45_dpQmI,SMART PARENTING HACKS AND CRAFTS #shorts,240,52,90665298,40,6,1,5,1,1,6.666666666666667,0,0,0.2142857142857142,2046987,193871,11434
264,ZMPPh3n65iM,DIY CAR MADE FROM RUBBISH || Cool Craft From Nuts and Bolts,240,709,2970927,59,12,2,5,1,3,4.916666666666667,0,0,0.35,35962,2949,1073
265,Dpg-qq2j_6I,22 BRILLIANT CLOTHES HACKS || Cool DIY Upgrade Ideas,270,671,12571912,52,9,2,4,0,0,5.777777777777778,1,1,0.625,83506,13231,2288
266,n14Emy6pRyU,WE TESTED VIRAL Tik Tok HACKS TO SEE IF THEY WORK | 23 Ideas And Tricks You Should Know,270,674,12547981,87,19,1,9,0,7,4.578947368421052,1,0,0.0,113259,13027,4168
267,-gpDNNnmVT0,Amazing Microscopic World! Common Objects Under The Microscope || HOME EXPERIMENTS,270,727,3828431,82,11,3,2,0,2,7.454545454545454,0,0,0.225,60912,4473,2430
268,NPzlzkqomvo,COOL TINY DIYs YOU CAN MAKE IN 5 MINUTES,270,495,860735,40,9,0,7,0,3,4.444444444444445,1,0,0.175,8730,1523,0
269,vOCqUs2V42U,28 SMART HACKS AND CRAFTS || Bathroom and Toilet Fails and Funny Moments,270,640,2719855,72,13,2,4,2,3,5.538461538461538,1,1,-0.0172619047619047,22141,3826,1905
270,ynXJQYVQGxU,15 EASY AND AMAZING DOLL PARTY DIYS | CELEBRATE WITH CAVE CLUB!,270,604,898524,63,12,2,10,0,2,5.25,1,1,0.5916666666666668,9636,1749,0
271,R_xbGUg85WY,AWKWARD MOMENTS WE CAN ALL RELATE TO |18 HACKS WITH 3D PENS AND GLUE GUNS THAT SHOULD HELP YOU,270,599,9995031,94,19,1,18,0,9,4.947368421052632,1,0,-0.6,85813,11160,3846
272,2hGvRiThLzk,LAST MINUTE CHRISTMAS DIY CRAFTS | COOL IDEAS WITH GLUE GUN AND OTHER SIMPLE THINGS,270,673,2101333,83,15,1,14,0,3,5.533333333333333,0,0,0.0562499999999999,26388,2913,1859
273,LjQY8ZaKKrg,19 DIY TOYS FOR KIDS || WINTER HOLIDAY CRAFTS AND IDEAS FOR LITTLE PEOPLEⓇ TOYS BY FISHER-PRICEⓇ,270,601,1079912,96,17,3,15,0,4,5.647058823529412,1,1,-0.1875,11484,1696,0
274,wvURFgWR1YI,COOL WINTER HOLIDAY HACKS || Gift Ideas and Funny Crafts with Thomas & Friends™,270,619,738586,79,14,3,4,2,2,5.642857142857143,0,0,0.3,10697,1198,0
275,ksiQOQIuIng,3D PEN CRAFTS || 15 Cool DIY Ideas You Need To Try,270,603,18937827,50,12,2,4,0,2,4.166666666666667,1,1,0.35,131611,26018,7525
276,Z1-Yu1AJFYs,14 COOL DIYS FOR DOLLS | HAVE FUN WITH CAVE CLUB!,270,569,521318,49,11,2,9,0,3,4.454545454545454,1,1,0.3625,6519,1020,0
277,OWTEUxgwHDo,AWESOME FASHION LOOKS WITH INKBOX TATTOOS | THEY LOOK SO REAL!,300,627,988545,62,11,2,10,0,3,5.636363636363637,0,0,0.625,12203,2087,1080
278,y11XkfRtxaA,CHRISTMAS DECOR AND GIFT IDEAS || Cool DIY Crafts and Gift Wrapping Hacks For Winter Holidays,300,602,1910160,93,16,2,6,1,3,5.8125,0,0,0.35,23259,3357,1862
279,4MizRUKbagU,AWESOME HACKS AND SCHOOL SUPPLIES IDEAS || 5-Minute Tips For Smart Students,300,697,4121358,75,12,3,6,0,2,6.25,1,0,0.6071428571428571,33710,6047,1992
280,ae7Ar6f5-30,Hot glue is back! 21 GLUE GUN HACKS and DIYs,300,701,9458370,44,10,1,3,4,2,4.4,1,0,0.125,84519,9681,3613
281,IFV6X8vqXuU,DIY MINIATURE HOUSE FROM LITTLE BRICKS AND CEMENT,300,608,13807680,49,8,0,8,0,2,6.125,0,0,-0.1875,144622,15242,3273
282,uevl8RsuTq8,"YUM! 18 Crazy Ways to SNEAK SNACKS Anywhere You Go || How to Sneak Food Into The Movies, Into Class",300,625,19211960,99,20,4,3,2,7,4.95,1,0,-0.6,100830,24904,2521
283,IbtHwE-fbEM,SATISFYING SLIME HACKS || Relaxing ASMR video,300,672,1953508,45,7,2,4,1,0,6.428571428571429,0,0,0.5,21117,3594,1915
284,y71xodUTjis,19 DIY T-SHIRT DESIGNS YOU CAN MAKE AND SELL IN 5 MINUTES || How To Start An Online Business,300,607,1916636,92,19,3,10,0,7,4.842105263157895,1,1,0.0,19478,2506,1267
285,LvD3TIjDd0s,COOL FOOD HACKS AND FUNNY TRICKS || 27 FOODS YOU CAN WAFFLE IRON!,300,648,5909695,65,13,3,11,0,3,5.0,1,0,0.33125,47410,7715,3006
286,6VhEKTo2B5I,Welcome to our TREEHOUSE! Easy DIY Project For Beginners with Pallets and Workshop Gadgets,330,631,6422599,90,14,1,2,4,5,6.428571428571429,0,0,0.7166666666666667,62279,7509,1857
287,r-KNYcxFxxg,I NEED IT! 28 smart gadgets for your home and kitchen || Organization hacks and ideas,330,693,3091825,85,16,3,3,10,5,5.3125,1,0,0.2142857142857142,30567,4198,1743
288,rzTC61xsiD0,POPULAR VS NERD STUDENT. 12 DIY school pranks and hacks by 5-Minute crafts,330,617,3483639,74,13,2,5,6,2,5.6923076923076925,1,0,0.6,33946,6251,1938
289,HdO6F2ivWWQ,REUSE! 27 Easy Hacks & DIY Ideas to Recycle Anything,330,650,7034982,52,10,2,2,1,1,5.2,1,0,0.4333333333333333,60228,7769,2117
290,9V1zYa1LiVs,"25 EASY DECOR IDEAS || DIY Slime, Candle Crafts And Notebook Decor",330,811,1831597,66,12,3,4,0,1,5.5,1,1,0.4333333333333333,20357,2292,1435
291,LgnW8ChukFs,"HALLOWEEN PRANKS AND DIYs || Spooky Makeup And Costumes Ideas, Crazy Halloween Room Decor",330,853,2265349,89,14,3,3,0,2,6.357142857142857,0,0,-0.6,27802,2645,1651
292,2myNLIvIBEs,COOL HALLOWEEN DECOR AND COSTUMES YOU CAN DIY IN NO TIME,330,628,6191389,56,11,0,11,0,5,5.090909090909091,0,0,0.35,52505,6213,1815
293,Cwn7gZNew_c,"32 CLEVER FOOD HACKS TO MAKE IN 5 MINUTES || Tasty Recipes, Baking Tips And Kitchen Hacks",330,900,2255522,89,17,3,7,0,3,5.235294117647059,1,1,0.1666666666666666,24714,2265,1823
294,N8I7EnwSYVM,"MOST SATISFYING LIFE HACKS EVER || SLIME AND JELLY DIYs, SCIENCE AND MAGIC TRICKS",330,881,1216475,81,14,3,12,0,3,5.785714285714286,0,0,0.5,15371,1787,1646
295,nUGGymkY0tI,We TESTED Viral TikTok Hacks || 20 HANDY LIFE HACKS FOR ANY OCCASION TO MAKE YOUR LIFE EASIER,330,847,1961917,93,18,2,12,0,5,5.166666666666667,1,0,0.6,21083,2412,1755
296,nu_LGYxDYag,ASMR VILLAGE FOOD || My 83 Years Grandma Cooking Pasta || Delicious Homemade Food And Recipes,330,779,691998,93,16,4,3,0,2,5.8125,1,0,1.0,17852,1067,2095
297,u7kX3a-6SLM,SATISFYING PAINTING ART || Acrylic Pouring Paint Techniques || How to PAINT for beginners,330,900,2616463,89,14,4,4,3,3,6.357142857142857,0,0,0.5,35868,3932,3003
298,msmxXwkVQhg,"FAKE SPONGE CAKE || 25 Crazy And Quick DIY Hacks | Clean, Tidy Up And Organize Your House",330,900,978037,89,18,4,4,0,4,4.944444444444445,1,0,0.0399999999999999,13042,1508,1469
299,ZRXd6lstRYs,"12 Cool Recycling Crafts To Make At Home || Recycle Toys, Paper And Plastic",330,868,1182951,75,14,3,0,0,3,5.357142857142857,1,1,0.35,14638,1972,1901
